Year,League,Series_Name,Series_Dates,Winner_Team,Winner_Wins,Loser_Team,Loser_Wins,Winner_Seed,Loser_Seed,Favorite_Team,Favorite_Odds,Underdog_Team,Underdog_Odds
2012,NBA,Eastern Conf First Round,Apr 29 - May 10 2012,Boston Celtics,4,Atlanta Hawks,2,4,5,BOS,-190.0,ATL,160.0
2012,NBA,Western Conf First Round,Apr 29 - May 7 2012,San Antonio Spurs,4,Utah Jazz,0,1,8,SAS,-2500.0,UTA,1450.0
2012,NBA,Western Conf First Round,Apr 28 - May 5 2012,Oklahoma City Thunder,4,Dallas Mavericks,0,2,7,OKC,-500.0,DAL,400.0
2012,NBA,Western Conf First Round,Apr 29 - May 12 2012,Los Angeles Lakers,4,Denver Nuggets,3,3,6,LAL,-240.0,DEN,195.0
2012,NBA,Western Conf First Round,Apr 29 - May 13 2012,Los Angeles Clippers,4,Memphis Grizzlies,3,5,4,MEM,-200.0,LAC,170.0
2012,NBA,Eastern Conf Semifinals,May 13 - May 24 2012,Miami Heat,4,Indiana Pacers,2,2,3,MIA,-950.0,IND,625.0
2012,NBA,Eastern Conf Semifinals,May 12 - May 26 2012,Boston Celtics,4,Philadelphia 76ers,3,4,8,BOS,-205.0,PHI,175.0
2012,NBA,Western Conf Semifinals,May 15 - May 20 2012,San Antonio Spurs,4,Los Angeles Clippers,0,1,5,SAS,-2500.0,LAC,1000.0
2012,NBA,Western Conf Semifinals,May 14 - May 21 2012,Oklahoma City Thunder,4,Los Angeles Lakers,1,2,3,OKC,-450.0,LAL,350.0
2012,NBA,Western Conf Finals,May 27 - Jun 6 2012,Oklahoma City Thunder,4,San Antonio Spurs,2,2,1,SAS,-205.0,OKC,175.0
2012,NBA,Eastern Conf Finals,May 28 - Jun 9 2012,Miami Heat,4,Boston Celtics,3,2,4,MIA,-530.0,BOS,400.0
2012,NBA,Finals,Jun 12 - Jun 21 2012,Miami Heat,4,Oklahoma City Thunder,1,2,2,OKC,-175.0,MIA,155.0
2011,NBA,Eastern Conf First Round,Apr 16 - Apr 26 2011,Chicago Bulls,4,Indiana Pacers,1,1,8,CHI,-4000.0,IND,1200.0
2011,NBA,Eastern Conf First Round,Apr 16 - Apr 27 2011,Miami Heat,4,Philadelphia 76ers,1,2,7,MIA,-2500.0,PHI,1000.0
2011,NBA,Eastern Conf First Round,Apr 17 - Apr 24 2011,Boston Celtics,4,New York Knicks,0,3,6,BOS,-350.0,NYK,250.0
2011,NBA,Eastern Conf First Round,Apr 16 - Apr 28 2011,Atlanta Hawks,4,Orlando Magic,2,5,4,ORL,-650.0,ATL,425.0
2011,NBA,Western Conf First Round,Apr 17 - Apr 29 2011,Memphis Grizzlies,4,San Antonio Spurs,2,8,1,SAS,-390.0,MEM,280.0
2011,NBA,Western Conf First Round,Apr 17 - Apr 28 2011,Los Angeles Lakers,4,New Orleans Hornets,2,2,7,LAL,-2500.0,NOH,1000.0
2011,NBA,Western Conf First Round,Apr 16 - Apr 28 2011,Dallas Mavericks,4,Portland Trail Blazers,2,3,6,DAL,-200.0,POR,160.0
2011,NBA,Western Conf First Round,Apr 17 - Apr 27 2011,Oklahoma City Thunder,4,Denver Nuggets,1,4,5,OKC,-220.0,DEN,170.0
2011,NBA,Eastern Conf Semifinals,May 2 - May 12 2011,Chicago Bulls,4,Atlanta Hawks,2,1,5,CHI,-800.0,ATL,550.0
2011,NBA,Eastern Conf Semifinals,May 1 - May 11 2011,Miami Heat,4,Boston Celtics,1,2,3,MIA,-190.0,BOS,165.0
2011,NBA,Western Conf Semifinals,May 2 - May 8 2011,Dallas Mavericks,4,Los Angeles Lakers,0,3,2,LAL,-360.0,DAL,280.0
2011,NBA,Western Conf Semifinals,May 1 - May 15 2011,Oklahoma City Thunder,4,Memphis Grizzlies,3,4,8,OKC,-350.0,MEM,275.0
2011,NBA,Eastern Conf Finals,May 15 - May 26 2011,Miami Heat,4,Chicago Bulls,1,2,1,MIA,-190.0,CHI,160.0
2011,NBA,Western Conf Finals,May 17 - May 25 2011,Dallas Mavericks,4,Oklahoma City Thunder,1,3,4,DAL,-240.0,OKC,200.0
2011,NBA,Finals,May 31 - Jun 12 2011,Dallas Mavericks,4,Miami Heat,2,3,2,MIA,-175.0,DAL,155.0
2010,NBA,Eastern Conf First Round,Apr 17 - Apr 27 2010,Cleveland Cavaliers,4,Chicago Bulls,1,1,8,CLE,-3000.0,CHI,1400.0
2010,NBA,Eastern Conf First Round,Apr 18 - Apr 26 2010,Orlando Magic,4,Charlotte Bobcats,0,2,7,ORL,-1000.0,CHA,650.0
2010,NBA,Eastern Conf First Round,Apr 17 - May 2 2010,Atlanta Hawks,4,Milwaukee Bucks,3,3,6,ATL,-750.0,MIL,550.0
2010,NBA,Eastern Conf First Round,Apr 17 - Apr 27 2010,Boston Celtics,4,Miami Heat,1,4,5,BOS,-175.0,MIA,155.0
2010,NBA,Western Conf First Round,Apr 18 - Apr 30 2010,Los Angeles Lakers,4,Oklahoma City Thunder,2,1,8,LAL,-800.0,OKC,600.0
2010,NBA,Western Conf First Round,Apr 18 - Apr 29 2010,San Antonio Spurs,4,Dallas Mavericks,2,7,2,DAL,-150.0,SAS,130.0
2010,NBA,Western Conf First Round,Apr 18 - Apr 29 2010,Phoenix Suns,4,Portland Trail Blazers,2,3,6,PHO,-500.0,POR,400.0
2010,NBA,Western Conf First Round,Apr 17 - Apr 30 2010,Utah Jazz,4,Denver Nuggets,2,5,4,DEN,-175.0,UTA,150.0
2010,NBA,Eastern Conf Semifinals,May 1 - May 13 2010,Boston Celtics,4,Cleveland Cavaliers,2,4,1,CLE,-480.0,BOS,380.0
2010,NBA,Eastern Conf Semifinals,May 4 - May 10 2010,Orlando Magic,4,Atlanta Hawks,0,2,3,ORL,-800.0,ATL,550.0
2010,NBA,Western Conf Semifinals,May 2 - May 10 2010,Los Angeles Lakers,4,Utah Jazz,0,1,5,LAL,-420.0,UTA,310.0
2010,NBA,Western Conf Semifinals,May 3 - May 9 2010,Phoenix Suns,4,San Antonio Spurs,0,3,7,PHO,-140.0,SAS,120.0
2010,NBA,Western Conf Finals,May 17 - May 29 2010,Los Angeles Lakers,4,Phoenix Suns,2,1,3,LAL,-340.0,PHO,270.0
2010,NBA,Eastern Conf Finals,May 16 - May 28 2010,Boston Celtics,4,Orlando Magic,2,4,2,ORL,-260.0,BOS,220.0
2010,NBA,Finals,Jun 3 - Jun 17 2010,Los Angeles Lakers,4,Boston Celtics,3,1,4,LAL,-190.0,BOS,165.0
2009,NBA,Eastern Conf First Round,Apr 18 - Apr 26 2009,Cleveland Cavaliers,4,Detroit Pistons,0,1,8,CLE,-5000.0,DET,3000.0
2009,NBA,Eastern Conf First Round,Apr 18 - May 2 2009,Boston Celtics,4,Chicago Bulls,3,2,7,BOS,-545.0,CHI,405.0
2009,NBA,Eastern Conf First Round,Apr 19 - Apr 30 2009,Orlando Magic,4,Philadelphia 76ers,2,3,6,ORL,-1400.0,PHI,800.0
2009,NBA,Eastern Conf First Round,Apr 19 - May 3 2009,Atlanta Hawks,4,Miami Heat,3,4,5,ATL,-145.0,MIA,125.0
2009,NBA,Western Conf First Round,Apr 19 - Apr 27 2009,Los Angeles Lakers,4,Utah Jazz,1,1,8,LAL,-2000.0,UTA,1200.0
2009,NBA,Western Conf First Round,Apr 19 - Apr 29 2009,Denver Nuggets,4,New Orleans Hornets,1,2,7,DEN,-210.0,NOH,175.0
2009,NBA,Western Conf First Round,Apr 18 - Apr 28 2009,Dallas Mavericks,4,San Antonio Spurs,1,6,3,SAS,-190.0,DAL,160.0
2009,NBA,Western Conf First Round,Apr 18 - Apr 30 2009,Houston Rockets,4,Portland Trail Blazers,2,5,4,POR,-175.0,HOU,150.0
2009,NBA,Western Conf Semifinals,May 4 - May 17 2009,Los Angeles Lakers,4,Houston Rockets,3,1,5,LAL,-1100.0,HOU,700.0
2009,NBA,Western Conf Semifinals,May 3 - May 13 2009,Denver Nuggets,4,Dallas Mavericks,1,2,6,DEN,-240.0,DAL,200.0
2009,NBA,Eastern Conf Semifinals,May 5 - May 11 2009,Cleveland Cavaliers,4,Atlanta Hawks,0,1,4,CLE,-2450.0,ATL,1000.0
2009,NBA,Eastern Conf Semifinals,May 4 - May 17 2009,Orlando Magic,4,Boston Celtics,3,3,2,BOS,-120.0,ORL,100.0
2009,NBA,Eastern Conf Finals,May 20 - May 30 2009,Orlando Magic,4,Cleveland Cavaliers,2,3,1,CLE,-700.0,ORL,550.0
2009,NBA,Western Conf Finals,May 19 - May 29 2009,Los Angeles Lakers,4,Denver Nuggets,2,1,2,LAL,-250.0,DEN,210.0
2009,NBA,Finals,Jun 4 - Jun 14 2009,Los Angeles Lakers,4,Orlando Magic,1,1,3,LAL,-280.0,ORL,240.0
2008,NBA,Eastern Conf First Round,Apr 20 - May 4 2008,Boston Celtics,4,Atlanta Hawks,3,1,8,BOS,-8000.0,ATL,4000.0
2008,NBA,Eastern Conf First Round,Apr 20 - May 1 2008,Detroit Pistons,4,Philadelphia 76ers,2,2,7,DET,-1300.0,PHI,850.0
2008,NBA,Eastern Conf First Round,Apr 20 - Apr 28 2008,Orlando Magic,4,Toronto Raptors,1,3,6,ORL,-310.0,TOR,260.0
2008,NBA,Eastern Conf First Round,Apr 19 - May 2 2008,Cleveland Cavaliers,4,Washington Wizards,2,4,5,CLE,-115.0,WAS,-105.0
2008,NBA,Western Conf First Round,Apr 20 - Apr 28 2008,Los Angeles Lakers,4,Denver Nuggets,0,1,8,LAL,-560.0,DEN,460.0
2008,NBA,Western Conf First Round,Apr 19 - Apr 29 2008,New Orleans Hornets,4,Dallas Mavericks,1,2,7,NOH,-145.0,DAL,125.0
2008,NBA,Western Conf First Round,Apr 19 - Apr 29 2008,San Antonio Spurs,4,Phoenix Suns,1,3,6,SAS,-140.0,PHO,120.0
2008,NBA,Western Conf First Round,Apr 19 - May 2 2008,Utah Jazz,4,Houston Rockets,2,4,5,UTA,-215.0,HOU,185.0
2008,NBA,Eastern Conf Semifinals,May 6 - May 18 2008,Boston Celtics,4,Cleveland Cavaliers,3,1,4,BOS,-900.0,CLE,600.0
2008,NBA,Eastern Conf Semifinals,May 3 - May 13 2008,Detroit Pistons,4,Orlando Magic,1,2,3,DET,-305.0,ORL,255.0
2008,NBA,Western Conf Semifinals,May 4 - May 16 2008,Los Angeles Lakers,4,Utah Jazz,2,1,4,LAL,-350.0,UTA,290.0
2008,NBA,Western Conf Semifinals,May 3 - May 19 2008,San Antonio Spurs,4,New Orleans Hornets,3,3,2,SAS,-135.0,NOH,115.0
2008,NBA,Eastern Conf Finals,May 20 - May 30 2008,Boston Celtics,4,Detroit Pistons,2,1,2,BOS,-135.0,DET,115.0
2008,NBA,Western Conf Finals,May 21 - May 29 2008,Los Angeles Lakers,4,San Antonio Spurs,1,1,3,LAL,-250.0,SAS,210.0
2008,NBA,Finals,Jun 5 - Jun 17 2008,Boston Celtics,4,Los Angeles Lakers,2,1,1,LAL,-180.0,BOS,160.0
2007,NBA,Eastern Conf First Round,Apr 21 - Apr 29 2007,Chicago Bulls,4,Miami Heat,0,5,4,CHI,-140.0,MIA,120.0
2007,NBA,Eastern Conf First Round,Apr 22 - Apr 30 2007,Cleveland Cavaliers,4,Washington Wizards,0,2,7,CLE,-2400.0,WAS,1600.0
2007,NBA,Eastern Conf First Round,Apr 21 - Apr 28 2007,Detroit Pistons,4,Orlando Magic,0,1,8,DET,-2200.0,ORL,1400.0
2007,NBA,Eastern Conf First Round,Apr 21 - May 4 2007,New Jersey Nets,4,Toronto Raptors,2,6,3,TOR,-165.0,NJN,145.0
2007,NBA,Western Conf First Round,Apr 22 - May 3 2007,Golden State Warriors,4,Dallas Mavericks,2,8,1,DAL,-1800.0,GSW,1200.0
2007,NBA,Western Conf First Round,Apr 22 - May 2 2007,Phoenix Suns,4,Los Angeles Lakers,1,2,7,PHO,-1600.0,LAL,1000.0
2007,NBA,Western Conf First Round,Apr 22 - May 2 2007,San Antonio Spurs,4,Denver Nuggets,1,3,6,SAS,-750.0,DEN,550.0
2007,NBA,Western Conf First Round,Apr 21 - May 5 2007,Utah Jazz,4,Houston Rockets,3,4,5,HOU,-240.0,UTA,200.0
2007,NBA,Eastern Conf Semifinals,May 6 - May 18 2007,Cleveland Cavaliers,4,New Jersey Nets,2,2,6,CLE,-260.0,NJN,220.0
2007,NBA,Eastern Conf Semifinals,May 5 - May 17 2007,Detroit Pistons,4,Chicago Bulls,2,1,5,DET,-175.0,CHI,155.0
2007,NBA,Western Conf Semifinals,May 6 - May 18 2007,San Antonio Spurs,4,Phoenix Suns,2,3,2,PHO,-150.0,SAS,130.0
2007,NBA,Western Conf Semifinals,May 7 - May 15 2007,Utah Jazz,4,Golden State Warriors,1,4,8,UTA,-135.0,GSW,115.0
2007,NBA,Eastern Conf Finals,May 21 - Jun 2 2007,Cleveland Cavaliers,4,Detroit Pistons,2,2,1,DET,-330.0,CLE,270.0
2007,NBA,Western Conf Finals,May 20 - May 30 2007,San Antonio Spurs,4,Utah Jazz,1,3,4,SAS,-440.0,UTA,350.0
2007,NBA,Finals,Jun 7 - Jun 14 2007,San Antonio Spurs,4,Cleveland Cavaliers,0,3,2,SAS,-450.0,CLE,360.0
2006,NBA,Eastern Conf First Round,Apr 22 - May 5 2006,Cleveland Cavaliers,4,Washington Wizards,2,4,5,CLE,-180.0,WAS,160.0
2006,NBA,Eastern Conf First Round,Apr 23 - May 3 2006,Detroit Pistons,4,Milwaukee Bucks,1,1,8,DET,-5500.0,MIL,3250.0
2006,NBA,Eastern Conf First Round,Apr 22 - May 4 2006,Miami Heat,4,Chicago Bulls,2,2,7,MIA,-850.0,CHI,625.0
2006,NBA,Eastern Conf First Round,Apr 23 - May 4 2006,New Jersey Nets,4,Indiana Pacers,2,3,6,NJN,-325.0,IND,275.0
2006,NBA,Western Conf First Round,Apr 23 - May 1 2006,Dallas Mavericks,4,Memphis Grizzlies,0,4,5,DAL,-725.0,MEM,525.0
2006,NBA,Western Conf First Round,Apr 22 - May 1 2006,Los Angeles Clippers,4,Denver Nuggets,1,6,3,LAC,-185.0,DEN,145.0
2006,NBA,Western Conf First Round,Apr 23 - May 6 2006,Phoenix Suns,4,Los Angeles Lakers,3,2,7,PHO,-360.0,LAL,300.0
2006,NBA,Western Conf First Round,Apr 22 - May 5 2006,San Antonio Spurs,4,Sacramento Kings,2,1,8,SAS,-1050.0,SAC,725.0
2006,NBA,Eastern Conf Semifinals,May 7 - May 21 2006,Detroit Pistons,4,Cleveland Cavaliers,3,1,4,DET,-2000.0,CLE,1200.0
2006,NBA,Eastern Conf Semifinals,May 8 - May 16 2006,Miami Heat,4,New Jersey Nets,1,2,3,MIA,-190.0,NJN,160.0
2006,NBA,Western Conf Semifinals,May 7 - May 22 2006,Dallas Mavericks,4,San Antonio Spurs,3,4,1,SAS,-180.0,DAL,150.0
2006,NBA,Western Conf Semifinals,May 8 - May 22 2006,Phoenix Suns,4,Los Angeles Clippers,3,2,6,PHO,-205.0,LAC,185.0
2006,NBA,Eastern Conf Finals,May 23 - Jun 2 2006,Miami Heat,4,Detroit Pistons,2,2,1,DET,-245.0,MIA,205.0
2006,NBA,Western Conf Finals,May 24 - Jun 3 2006,Dallas Mavericks,4,Phoenix Suns,2,4,2,DAL,-355.0,PHO,295.0
2006,NBA,Finals,Jun 8 - Jun 20 2006,Miami Heat,4,Dallas Mavericks,2,2,4,DAL,-150.0,MIA,130.0
2005,NBA,Eastern Conf First Round,Apr 23 - May 3 2005,Detroit Pistons,4,Philadelphia 76ers,1,2,7,DET,-1200.0,PHI,800.0
2005,NBA,Eastern Conf First Round,Apr 23 - May 7 2005,Indiana Pacers,4,Boston Celtics,3,6,3,BOS,-135.0,IND,115.0
2005,NBA,Eastern Conf First Round,Apr 24 - May 1 2005,Miami Heat,4,New Jersey Nets,0,1,8,MIA,-1200.0,NJN,800.0
2005,NBA,Eastern Conf First Round,Apr 24 - May 6 2005,Washington Wizards,4,Chicago Bulls,2,5,4,CHI,-145.0,WAS,125.0
2005,NBA,Western Conf First Round,Apr 23 - May 7 2005,Dallas Mavericks,4,Houston Rockets,3,4,5,DAL,-220.0,HOU,180.0
2005,NBA,Western Conf First Round,Apr 24 - May 1 2005,Phoenix Suns,4,Memphis Grizzlies,0,1,8,PHO,-1200.0,MEM,800.0
2005,NBA,Western Conf First Round,Apr 24 - May 4 2005,San Antonio Spurs,4,Denver Nuggets,1,2,7,SAS,-500.0,DEN,400.0
2005,NBA,Western Conf First Round,Apr 23 - May 3 2005,Seattle SuperSonics,4,Sacramento Kings,1,3,6,SAC,-120.0,SEA,100.0
2005,NBA,Eastern Conf Semifinals,May 9 - May 19 2005,Detroit Pistons,4,Indiana Pacers,2,2,6,DET,-1100.0,IND,700.0
2005,NBA,Eastern Conf Semifinals,May 8 - May 14 2005,Miami Heat,4,Washington Wizards,0,1,5,MIA,-1800.0,WAS,1200.0
2005,NBA,Western Conf Semifinals,May 9 - May 20 2005,Phoenix Suns,4,Dallas Mavericks,2,1,4,PHO,-300.0,DAL,220.0
2005,NBA,Western Conf Semifinals,May 8 - May 19 2005,San Antonio Spurs,4,Seattle SuperSonics,2,2,3,SAS,-1200.0,SEA,800.0
2005,NBA,Eastern Conf Finals,May 23 - Jun 6 2005,Detroit Pistons,4,Miami Heat,3,2,1,MIA,-130.0,DET,110.0
2005,NBA,Western Conf Finals,May 22 - Jun 1 2005,San Antonio Spurs,4,Phoenix Suns,1,2,1,SAS,-160.0,PHO,140.0
2005,NBA,Finals,Jun 9 - Jun 23 2005,San Antonio Spurs,4,Detroit Pistons,3,2,2,SAS,-250.0,DET,200.0
2004,NBA,Eastern Conf First Round,Apr 18 - Apr 29 2004,Detroit Pistons,4,Milwaukee Bucks,1,3,6,DET,-1780.0,MIL,1430.0
2004,NBA,Eastern Conf First Round,Apr 17 - Apr 25 2004,Indiana Pacers,4,Boston Celtics,0,1,8,IND,-1980.0,BOS,1520.0
2004,NBA,Eastern Conf First Round,Apr 18 - May 4 2004,Miami Heat,4,New Orleans Hornets,3,4,5,MIA,-277.0,NOH,243.0
2004,NBA,Eastern Conf First Round,Apr 17 - Apr 25 2004,New Jersey Nets,4,New York Knicks,0,2,7,NJN,-580.0,NYK,500.0
2004,NBA,Western Conf First Round,Apr 17 - Apr 28 2004,Los Angeles Lakers,4,Houston Rockets,1,2,7,LAL,-1080.0,HOU,920.0
2004,NBA,Western Conf First Round,Apr 18 - Apr 30 2004,Minnesota Timberwolves,4,Denver Nuggets,1,1,8,MIN,-1920.0,DEN,1540.0
2004,NBA,Western Conf First Round,Apr 18 - Apr 29 2004,Sacramento Kings,4,Dallas Mavericks,1,4,5,SAC,-164.0,DAL,148.0
2004,NBA,Western Conf First Round,Apr 17 - Apr 25 2004,San Antonio Spurs,4,Memphis Grizzlies,0,3,6,SAS,-1080.0,MEM,920.0
2004,NBA,Eastern Conf Semifinals,May 3 - May 20 2004,Detroit Pistons,4,New Jersey Nets,3,3,2,DET,-210.0,NJN,180.0
2004,NBA,Eastern Conf Semifinals,May 6 - May 18 2004,Indiana Pacers,4,Miami Heat,2,1,4,IND,-2300.0,MIA,1600.0
2004,NBA,Western Conf Semifinals,May 2 - May 15 2004,Los Angeles Lakers,4,San Antonio Spurs,2,2,3,SAS,-140.0,LAL,120.0
2004,NBA,Western Conf Semifinals,May 4 - May 19 2004,Minnesota Timberwolves,4,Sacramento Kings,3,1,4,MIN,-160.0,SAC,140.0
2004,NBA,Eastern Conf Finals,May 22 - Jun 1 2004,Detroit Pistons,4,Indiana Pacers,2,3,1,IND,-165.0,DET,145.0
2004,NBA,Western Conf Finals,May 21 - May 31 2004,Los Angeles Lakers,4,Minnesota Timberwolves,2,2,1,LAL,-330.0,MIN,270.0
2004,NBA,Finals,Jun 6 - Jun 15 2004,Detroit Pistons,4,Los Angeles Lakers,1,3,2,LAL,-700.0,DET,500.0
2003,NBA,Eastern Conf First Round,Apr 19 - May 1 2003,Boston Celtics,4,Indiana Pacers,2,6,3,IND,-340.0,BOS,280.0
2003,NBA,Eastern Conf First Round,Apr 20 - May 4 2003,Detroit Pistons,4,Orlando Magic,3,1,8,DET,-220.0,ORL,180.0
2003,NBA,Eastern Conf First Round,Apr 19 - May 1 2003,New Jersey Nets,4,Milwaukee Bucks,2,2,7,NJN,-280.0,MIL,230.0
2003,NBA,Eastern Conf First Round,Apr 20 - May 2 2003,Philadelphia 76ers,4,New Orleans Hornets,2,4,5,PHI,-179.0,NOH,150.0
2003,NBA,Western Conf First Round,Apr 19 - May 4 2003,Dallas Mavericks,4,Portland Trail Blazers,3,3,6,DAL,-400.0,POR,320.0
2003,NBA,Western Conf First Round,Apr 20 - May 1 2003,Los Angeles Lakers,4,Minnesota Timberwolves,2,5,4,LAL,-400.0,MIN,320.0
2003,NBA,Western Conf First Round,Apr 19 - Apr 30 2003,Sacramento Kings,4,Utah Jazz,1,2,7,SAC,-1400.0,UTA,1000.0
2003,NBA,Western Conf First Round,Apr 19 - May 1 2003,San Antonio Spurs,4,Phoenix Suns,2,1,8,SAS,-1000.0,PHO,700.0
2003,NBA,Eastern Conf Semifinals,May 6 - May 16 2003,Detroit Pistons,4,Philadelphia 76ers,2,1,4,PHI,-150.0,DET,130.0
2003,NBA,Eastern Conf Semifinals,May 5 - May 12 2003,New Jersey Nets,4,Boston Celtics,0,2,6,NJN,-380.0,BOS,320.0
2003,NBA,Western Conf Semifinals,May 6 - May 17 2003,Dallas Mavericks,4,Sacramento Kings,3,3,2,SAC,-280.0,DAL,240.0
2003,NBA,Western Conf Semifinals,May 5 - May 15 2003,San Antonio Spurs,4,Los Angeles Lakers,2,1,5,LAL,-145.0,SAS,125.0
2003,NBA,Eastern Conf Finals,May 18 - May 24 2003,New Jersey Nets,4,Detroit Pistons,0,2,1,NJN,-300.0,DET,250.0
2003,NBA,Western Conf Finals,May 19 - May 29 2003,San Antonio Spurs,4,Dallas Mavericks,2,1,3,SAS,-380.0,DAL,320.0
2003,NBA,Finals,Jun 4 - Jun 15 2003,San Antonio Spurs,4,New Jersey Nets,2,1,2,SAS,-330.0,NJN,260.0
2002,NBA,Eastern Conf First Round,Apr 21 - May 3 2002,Boston Celtics,3,Philadelphia 76ers,2,3,6,BOS,-200.0,PHI,170.0
2002,NBA,Eastern Conf First Round,Apr 20 - Apr 30 2002,Charlotte Hornets,3,Orlando Magic,1,4,5,CHH,-300.0,ORL,250.0
2002,NBA,Eastern Conf First Round,Apr 21 - May 2 2002,Detroit Pistons,3,Toronto Raptors,2,2,7,DET,-450.0,TOR,325.0
2002,NBA,Eastern Conf First Round,Apr 20 - May 2 2002,New Jersey Nets,3,Indiana Pacers,2,1,8,NJN,-400.0,IND,300.0
2002,NBA,Western Conf First Round,Apr 21 - Apr 28 2002,Dallas Mavericks,3,Minnesota Timberwolves,0,4,5,DAL,-500.0,MIN,400.0
2002,NBA,Western Conf First Round,Apr 21 - Apr 28 2002,Los Angeles Lakers,3,Portland Trail Blazers,0,3,6,LAL,-600.0,POR,450.0
2002,NBA,Western Conf First Round,Apr 20 - Apr 29 2002,Sacramento Kings,3,Utah Jazz,1,1,8,SAC,-2000.0,UTA,1400.0
2002,NBA,Western Conf First Round,Apr 20 - May 3 2002,San Antonio Spurs,3,Seattle SuperSonics,2,2,7,SAS,-750.0,SEA,550.0
2002,NBA,Eastern Conf Semifinals,May 5 - May 14 2002,Boston Celtics,4,Detroit Pistons,1,3,2,DET,-125.0,BOS,105.0
2002,NBA,Eastern Conf Semifinals,May 5 - May 15 2002,New Jersey Nets,4,Charlotte Hornets,1,1,4,NJN,-160.0,CHH,140.0
2002,NBA,Western Conf Semifinals,May 5 - May 14 2002,Los Angeles Lakers,4,San Antonio Spurs,1,3,2,LAL,-650.0,SAS,450.0
2002,NBA,Western Conf Semifinals,May 4 - May 13 2002,Sacramento Kings,4,Dallas Mavericks,1,1,4,SAC,-155.0,DAL,135.0
2002,NBA,Eastern Conf Finals,May 19 - May 31 2002,New Jersey Nets,4,Boston Celtics,2,1,3,NJN,-135.0,BOS,115.0
2002,NBA,Western Conf Finals,May 18 - Jun 2 2002,Los Angeles Lakers,4,Sacramento Kings,3,3,1,LAL,-230.0,SAC,190.0
2002,NBA,Finals,Jun 5 - Jun 12 2002,Los Angeles Lakers,4,New Jersey Nets,0,3,1,LAL,-750.0,NJN,550.0
2001,NBA,Eastern Conf First Round,Apr 21 - Apr 27 2001,Charlotte Hornets,3,Miami Heat,0,6,3,MIA,-180.0,CHH,160.0
2001,NBA,Eastern Conf First Round,Apr 22 - May 1 2001,Milwaukee Bucks,3,Orlando Magic,1,2,7,MIL,-500.0,ORL,350.0
2001,NBA,Eastern Conf First Round,Apr 21 - May 2 2001,Philadelphia 76ers,3,Indiana Pacers,1,1,8,PHI,-600.0,IND,400.0
2001,NBA,Eastern Conf First Round,Apr 22 - May 4 2001,Toronto Raptors,3,New York Knicks,2,5,4,NYK,-170.0,TOR,150.0
2001,NBA,Western Conf First Round,Apr 21 - May 3 2001,Dallas Mavericks,3,Utah Jazz,2,5,4,UTA,-180.0,DAL,160.0
2001,NBA,Western Conf First Round,Apr 22 - Apr 29 2001,Los Angeles Lakers,3,Portland Trail Blazers,0,2,7,LAL,-400.0,POR,300.0
2001,NBA,Western Conf First Round,Apr 22 - May 2 2001,Sacramento Kings,3,Phoenix Suns,1,3,6,SAC,-400.0,PHO,300.0
2001,NBA,Western Conf First Round,Apr 21 - Apr 30 2001,San Antonio Spurs,3,Minnesota Timberwolves,1,1,8,SAS,-900.0,MIN,600.0
2001,NBA,Eastern Conf Semifinals,May 6 - May 20 2001,Milwaukee Bucks,4,Charlotte Hornets,3,2,6,MIL,-230.0,CHH,190.0
2001,NBA,Eastern Conf Semifinals,May 6 - May 20 2001,Philadelphia 76ers,4,Toronto Raptors,3,1,5,PHI,-340.0,TOR,280.0
2001,NBA,Western Conf Semifinals,May 6 - May 13 2001,Los Angeles Lakers,4,Sacramento Kings,0,2,3,LAL,-360.0,SAC,290.0
2001,NBA,Western Conf Semifinals,May 5 - May 14 2001,San Antonio Spurs,4,Dallas Mavericks,1,1,5,SAS,-650.0,DAL,450.0
2001,NBA,Eastern Conf Finals,May 22 - Jun 3 2001,Philadelphia 76ers,4,Milwaukee Bucks,3,1,2,PHI,-180.0,MIL,160.0
2001,NBA,Western Conf Finals,May 19 - May 27 2001,Los Angeles Lakers,4,San Antonio Spurs,0,2,1,LAL,-145.0,SAS,125.0
2001,NBA,Finals,Jun 6 - Jun 15 2001,Los Angeles Lakers,4,Philadelphia 76ers,1,2,1,LAL,-2000.0,PHI,1600.0
2000,NBA,Eastern Conf First Round,Apr 23 - May 4 2000,Indiana Pacers,3,Milwaukee Bucks,2,1,8,IND,-800.0,MIL,550.0
2000,NBA,Eastern Conf First Round,Apr 22 - Apr 29 2000,Miami Heat,3,Detroit Pistons,0,2,7,,,,
2000,NBA,Eastern Conf First Round,Apr 23 - Apr 30 2000,New York Knicks,3,Toronto Raptors,0,3,6,NYK,-230.0,TOR,190.0
2000,NBA,Eastern Conf First Round,Apr 22 - May 1 2000,Philadelphia 76ers,3,Charlotte Hornets,1,5,4,CHH,-140.0,PHI,120.0
2000,NBA,Western Conf First Round,Apr 23 - May 5 2000,Los Angeles Lakers,3,Sacramento Kings,2,1,8,LAL,-2000.0,SAC,1200.0
2000,NBA,Western Conf First Round,Apr 22 - May 2 2000,Phoenix Suns,3,San Antonio Spurs,1,5,4,,,,
2000,NBA,Western Conf First Round,Apr 23 - May 2 2000,Portland Trail Blazers,3,Minnesota Timberwolves,1,3,6,POR,-330.0,MIN,250.0
2000,NBA,Western Conf First Round,Apr 22 - May 5 2000,Utah Jazz,3,Seattle SuperSonics,2,2,7,UTA,-650.0,SEA,450.0
